"filename","final_path","source_path","doc_type","species_tags","extraction_status","publish_year","model_target_year","target_year_rule","search_text"
"8208AD00__le_pronghorn_hr.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2025\pdf\harvest\8208AD00__le_pronghorn_hr.pdf","D:\UOGA HUNTS\data\upstream\harvest\bg\10_stats\le_pronghorn_hr.pdf","harvest_report","","ok","2025","2025","harvest_hr_applies_to_report_year","8208AD00__le_pronghorn_hr.pdf harvest 2025 harvest_report  Hunt # Hunt name Unit # Hunt typ e Permits Hunters afield Harvest Average days % success 800 Beaver 22 Archery 3 3 3 18.5 100.0 801 Book Cliffs, Bitter Creek 10 Archery 2 2 2 2.0 100.0 802 Book Cliffs, South (Cisco) 10 Archery 7 7 6 2.0 80.0 803 Box Elder, Pilot Mountain 1 Archery 2 1 1 8.0 100.0 804 Box Elder, Promontory 1 Archery 2 2 0 11.0 0.0 805 Box Elder, Puddle Valley 1 Archery 2 2 2 10.5 100.0 806 Box Elder, Snowville 1 Archery 1 1 0 1.0 0.0 807 Cache, North Rich 2 Archery 11 10 8 7.4 77.8 808 Fillmore, Black Rock Desert 21 Archery 2 2 1 11.0 50.0 809 Mt. Dutton/Paunsaugunt 24 Archery 10 10 9 4.0 90.0 810 Nine Mile, Anthro 11 Archery 4 4 4 3.3 100.0 811 North Slope, W Daggett-Three Corners 8 Archery 8 8 6 4.6 75.0 812 Pine Valley 30 Archery 6 6 6 2.2 100.0 813 Plateau 25 Archery 79 72 11 6.4 14.9 814 San Rafael, Desert 12 Archery 4 3 3 5.7 100.0 815 San Rafael, North 12 Archery 14 14 8 8.8 57.1 816 South Slope, Bonanza-Diamond Mtn. 9 Archery 5 4 3 8.3 66.7 817 South Slope, Vern"
"EEFFB190__moose_hr.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2025\pdf\harvest\EEFFB190__moose_hr.pdf","D:\UOGA HUNTS\data\upstream\harvest\bg\10_stats\moose_hr.pdf","harvest_report","","ok","2025","2025","harvest_hr_applies_to_report_year","EEFFB190__moose_hr.pdf harvest 2025 harvest_report  Hunt # Hunt name Unit # Hunt typ e Permits Hunters afield Harvest Average days % success 900 Cache 2 OIAL 27 27 25 7.5 92.6 901 Chalk Creek 6 OIAL 2 2 2 5.5 100.0 902 East Canyon 5 OIAL 6 6 6 6.7 100.0 903 East Canyon, Morgan-Summit 5 OIAL 3 3 3 12.7 100.0 904 Kamas 7 OIAL 4 4 4 9.5 100.0 905 Morgan/So. Rich 4 OIAL 3 3 3 2.3 100.0 906 North Slope, Summit 8 OIAL 30 29 22 7.9 75.0 907 North Slope, West Daggett-Three Corners 8 OIAL 7 7 6 6.6 85.7 908 Ogden 3 OIAL 23 23 22 4.7 95.7 909 South Slope, Vernal/Diamond Mountain 9 OIAL 3 3 3 5.7 100.0 910 South Slope, Yellowstone 9 OIAL 9 9 6 11.0 66.7 911 Wasatch Mountains 17 OIAL 30 30 29 4.7 96.7 700 Bally Watts 4 CWMU 3 3 3 3.0 100.0 701 Bastian Ranch 4 CWMU 4 4 4 2.0 100.0 702 Bear Spring 3 CWMU 2 2 2 6.0 100.0 703 Beaver Hollow 4 CWMU 3 3 3 3.0 100.0 704 Big Mountain 5 CWMU 2 2 2 2.0 100.0 705 Broadmouth 3 CWMU 3 3 3 3.7 100.0 706 Cedar Canyon 4 CWMU 2 2 2 4.0 100.0 707 Coyote Little Pole 17 CWMU 3 3 3 8.5 100.0 708 Deseret 4 CWMU 3 3 3 4.0"
"5D8BB5B5__rmbs_hr.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2025\pdf\harvest\5D8BB5B5__rmbs_hr.pdf","D:\UOGA HUNTS\data\upstream\harvest\bg\10_stats\rmbs_hr.pdf","harvest_report","","ok","2025","2025","harvest_hr_applies_to_report_year","5D8BB5B5__rmbs_hr.pdf harvest 2025 harvest_report  Hunt # Hunt name Unit # Hunt typ e Permits Hunters afield Harvest Average days % success 962 Book Cliffs, South (Rattlesnake) 10 OIAL 7 6 6 8.7 100.0 963 Box Elder, Newfoundland Mountain 1 OIAL 5 5 5 2.2 100.0 964 Box Elder, Pilot Mountain 1 OIAL 1 1 1 2.0 100.0 965 Nine Mile, Range Creek (Bighorn Mtn) 8 OIAL 13 13 13 7.3 100.0 966 North Slope, Three Corners (Bare Mtn) 8 OIAL 2 2 2 4.0 100.0 968 North Slope, West Daggett (Sheep Creek) 11 OIAL 3 3 3 4.0 100.0 969 Stansbury 18 OIAL 2 2 2 14.5 100.0 2010 OIAL Rocky Mountain Bighorn Sheep"
"84FA0075__rmg_hr.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2025\pdf\harvest\84FA0075__rmg_hr.pdf","D:\UOGA HUNTS\data\upstream\harvest\bg\10_stats\rmg_hr.pdf","harvest_report","","ok","2025","2025","harvest_hr_applies_to_report_year","84FA0075__rmg_hr.pdf harvest 2025 harvest_report  Hunt # Hunt name Unit # Hunt typ e Permits Hunters afield Harvest Average days % success 970 Beaver 22 OIAL 11 10 10 3.0 100.0 971 Beaver 22 OIAL 12 12 12 2.0 100.0 972 Kamas/Chalk Creek 6-7 OIAL 5 5 5 4.8 100.0 973 No. Slope/So. Slope, High Uintas Central 8-9 OIAL 13 13 12 3.1 90.9 974 No. Slope/So. Slope, High Uintas East 8-9 OIAL 4 4 4 4.7 100.0 975 No. Slope/So. Slope, High Uintas Liedy Peak 8-9 OIAL 3 3 3 1.7 100.0 976 No. Slope/So. Slope, High Uintas West 8-9 OIAL 12 12 12 2.1 100.0 977 Ogden, Willard Peak 3 OIAL 19 19 19 3.1 100.0 978 Ogden, Willard Peak (Female Goat Only) 3 OIAL 17 17 16 2.2 94.1 979 Wasatch Mountains, Box Elder Peak 17 OIAL 3 3 3 4.7 100.0 980 Wasatch Mountains, Lone Peak 17 OIAL 5 5 4 3.3 75.0 981 Wasatch Mountains, Provo Peak 17 OIAL 4 4 4 5.0 100.0 982 Wasatch Mountains, Timpanogos 17 OIAL 5 5 5 4.0 100.0 2010 OIAL Rocky Mountain Goat"
"AE2D9D38__bison_hr.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2025\pdf\harvest\AE2D9D38__bison_hr.pdf","D:\UOGA HUNTS\data\upstream\harvest\bg\11_stats\bison_hr.pdf","harvest_report","","ok","2025","2025","harvest_hr_applies_to_report_year","AE2D9D38__bison_hr.pdf harvest 2025 harvest_report  Hunt # Hunt name Hunt type Permits Hunters afield Harvest Average days % success  6500 Antelope Island OIAL 6 6 6 1.2 100.0  6501 Henry Mountains, Cow Only OIAL 6 6 4 3.6 60.0  6502 Henry Mountains, Hunter's Choice OIAL 10 10 9 3.0 90. 0  6503 Henry Mountains, Hunter's Choice OIAL 7 7 6 6.0 85.7  6590 Statewide Sportsman 1 1 1 4.0 100.0  2011 Once-in-a-Lifetime Bison "
"B60E40F1__dbs_hr.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2025\pdf\harvest\B60E40F1__dbs_hr.pdf","D:\UOGA HUNTS\data\upstream\harvest\bg\11_stats\dbs_hr.pdf","harvest_report","","ok","2025","2025","harvest_hr_applies_to_report_year","B60E40F1__dbs_hr.pdf harvest 2025 harvest_report  Hunt # Hunt name Hunt type Permits Hunters afield Harvest Average days % success  6600 Henry Mountains OIAL 2 2 2 7.0 100.0  6601 Kaiparowits, East OIAL 4 4 3 6.5 75.0  6602 Kaiparowits, Escalante OIAL 6 6 4 7.4 66.7  6603 Kaiparowits, West OIAL 3 3 3 3.7 100.0  6604 La Sal, Potash OIAL 3 3 3 7.3 100.0  6605 Pine Valley, Virgin River OIAL 3 3 3 2.7 100.0  6606 San Juan, Lockhart OIAL 2 2 1 16.5 50.0  6607 San Juan, South OIAL 2 2 2 11.0 100.0  6608 San Rafael, Dirty Devil OIAL 6 6 5 10.2 83.3  6609 San Rafael, North OIAL 5 5 4 14.4 80.0  6610 San Rafael, South OIAL 9 9 7 11.1 77.8  6611 Zion OIAL 7 7 7 7.4 100.0  6690 Statewide Sportsman 1 1 1 6.0 100.0  2011 Once-in-a-Lifetime Desert Bighorn Sheep "
"AE1A80B4__le_deer_hr.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2025\pdf\harvest\AE1A80B4__le_deer_hr.pdf","D:\UOGA HUNTS\data\upstream\harvest\bg\11_stats\le_deer_hr.pdf","harvest_report","","ok","2025","2025","harvest_hr_applies_to_report_year","AE1A80B4__le_deer_hr.pdf harvest 2025 harvest_report  Hunt # Hunt name Hunt type Permits Hunters afield Harvest Average days % success  1000 Henry Mountains Archery 9 9 8 9.5 87.5  1001 Paunsaugunt Archery 33 33 25 8.9 75.9  1002 Antelope Island Any weapon 2 2 2 1.0 100.0  1003 Henry Mountains Any weapon 26 26 26 3.6 100.0  1004 Paunsaugunt Any weapon 98 98 78 5.2 79.4  1005 Henry Mountains Muzzleloader 10 10 10 3.8 100.0  1006 Paunsaugunt Muzzleloader 29 28 23 4.7 80.8  1007 Henry Mountains Management buck 30 30 29 2.3 96.7  1008 Paunsaugunt Management buck 72 72 64 2.8 88.7  1009 Book Cliffs Archery 109 108 88 6.6 81.7  1010 Fillmore, Oak Creek Archery 9 9 2 9.0 25.0  1011 LaSal , Dolores Triangle Archery 4 4 4 5.3 100.0  1012 Plateau, Thousand Lake Archery 5 5 1 12.3 25.0  1013 San Juan, Elk Ridge Archery 12 11 10 6.2 90.9  1014 South Slope, Diamond Mountain Archery 18 18 17 4.9 93 .8  1015 West Desert, Vernon Archery 43 43 19 9.2 45.2  1016 Book Cliffs Any weapon 357 353 316 4.4 89.6  1017 Fillmore, Oak Creek Any weapon 29 29 26 4.0 8"
"DBAF766B__le_elk_hr.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2025\pdf\harvest\DBAF766B__le_elk_hr.pdf","D:\UOGA HUNTS\data\upstream\harvest\bg\11_stats\le_elk_hr.pdf","harvest_report","","ok","2025","2025","harvest_hr_applies_to_report_year","DBAF766B__le_elk_hr.pdf harvest 2025 harvest_report  Hunt # Hunt name Hunt type Permits Hunters afield Harvest Average days % success  3000 Beaver Archery 13 13 7 14.8 53.8  3001 Book Cliffs, Bitter Creek-South Archery 38 38 14 10. 5 36.1  3002 Book Cliffs, Little Creek (roadless) Archery 19 19 8 9.4 42.1  3003 Cache, Meadowville Archery 9 8 1 9.5 12.5  3004 Cache, North Archery 22 21 5 12.8 25.0  3005 Cache, South Archery 28 28 5 14.6 18.5  3006 Central Mountains, Manti Archery 109 108 34 13.5 32.0 3007 Central Mountains, Nebo Archery 32 32 6 12.0 17.9  3008 Fillmore, Pahvant Archery 22 22 10 12.6 45.5  3009 Fillmore, Oak Creek South Archery 5 5 1 17.6 20.0  3010 La Sal, La Sal Mountains Archery 19 19 9 12.5 46.2  3011 Monroe Archery 14 13 11 10.9 83.3  3012 Mt. Dutton Archery 38 37 12 11.4 31.3  3013 Nine Mile Anthro Archery 5 5 0 11.4 0.0  3014 Nine Mile Range Creek, South Archery 1 1 0 17.0 0.0  3015 North Slope, Three Corners Archery 12 12 4 11.2 36.4  3016 Oquirrh-Stansbury Archery 10 10 3 10.4 30.0  3017 Panguitch Lake Archery 28 "
"AB778422__le_pronghorn_hr.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2025\pdf\harvest\AB778422__le_pronghorn_hr.pdf","D:\UOGA HUNTS\data\upstream\harvest\bg\11_stats\le_pronghorn_hr.pdf","harvest_report","","ok","2025","2025","harvest_hr_applies_to_report_year","AB778422__le_pronghorn_hr.pdf harvest 2025 harvest_report  Hunt # Hunt name Hunt type Permits Hunters afield Harvest Average days % success  5000 Beaver Archery 3 3 3 11.0 100.0  5001 Book Cliffs, Bitter Creek Archery 1 0 5002 Book Cliffs, South (Cisco) Archery 4 4 3 1.8 75.0  5003 Box Elder, Pilot Mountain Archery 2 2 1 6.5 50.0  5004 Box Elder, Promontory Archery 2 2 0 3.0 0.0  5005 Box Elder, Puddle Valley Archery 2 2 2 2.0 100.0  5006 Box Elder, Snowville Archery 2 1 1 1.0 100.0  5007 Cache, North Rich Archery 13 13 8 6.0 58.3  5008 Fillmore, Black Rock Desert Archery 2 2 2 1.5 100.0  5009 Mt. Dutton/Paunsaugunt Archery 12 12 11 2.8 90.9  5010 Nine Mile, Anthro Archery 4 4 3 2.3 75.0  5011 North Slope, W Daggett-Three Corners Archery 6 6 3 5 .3 50.0  5012 Pine Valley Archery 6 6 3 8.7 50.0  5013 Plateau Archery 12 10 3 6.2 33.3  5014 San Rafael, Desert Archery 4 4 2 2.0 50.0  5015 San Rafael, North Archery 10 10 5 3.6 50.0  5016 South Slope, Bonanza-Diamond Mtn. Archery 4 4 4 3.3 1 00.0  5017 South Slope, Vernal Archery 1 * 5018 SW Desert "
"FA4956E2__moose_hr.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2025\pdf\harvest\FA4956E2__moose_hr.pdf","D:\UOGA HUNTS\data\upstream\harvest\bg\11_stats\moose_hr.pdf","harvest_report","","ok","2025","2025","harvest_hr_applies_to_report_year","FA4956E2__moose_hr.pdf harvest 2025 harvest_report  Hunt # Hunt name Hunt type Permits Hunters afield Harvest Average days % success  6000 Cache OIAL 12 12 11 6.6 90.9  6001 Chalk Creek OIAL 2 2 2 4.0 100.0  6002 East Canyon OIAL 6 6 5 7.2 83.3  6003 East Canyon, Morgan-Summit OIAL 4 4 4 5.0 100.0  6004 Kamas OIAL 4 4 4 9.5 100.0  6005 Morgan/So. Rich OIAL 3 3 2 10.0 66.7  6006 North Slope, Summit OIAL 11 11 11 4.5 100.0  6007 North Slope, West Daggett-Three Corners OIAL 5 5 5 4 .0 100.0  6008 Ogden OIAL 11 11 10 9.3 90.0  6009 South Slope, Vernal/Diamond Mountain OIAL 3 3 3 6.3 1 00.0  6010 South Slope, Yellowstone OIAL 7 7 6 10.7 85.7  6011 Wasatch Mountains OIAL 31 31 30 5.8 96.8  6200 Bally Watts CWMU 3 3 3 1.0 100.0  6201 Bastian Ranch CWMU 3 3 3 3.3 100.0  6202 Bear Spring CWMU 2 2 2 4.0 100.0  6203 Beaver Hollow CWMU 3 3 2 3.7 66.7  6204 Broadmouth CWMU 3 3 3 5.3 100.0  6205 Cedar Canyon CWMU 2 2 2 4.5 100.0  6206 Coyote Little Pole CWMU 2 2 2 1.5 100.0  6207 Deseret CWMU 3 3 3 7.0 100.0  6208 East Fork Chalk Creek CWMU 3 3 3 2.3"
"91EE0783__rmbs_hr.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2025\pdf\harvest\91EE0783__rmbs_hr.pdf","D:\UOGA HUNTS\data\upstream\harvest\bg\11_stats\rmbs_hr.pdf","harvest_report","","ok","2025","2025","harvest_hr_applies_to_report_year","91EE0783__rmbs_hr.pdf harvest 2025 harvest_report  Hunt # Hunt name Hunt type Permits Hunters afield Harvest Average days % success  6700 Antelope Island OIAL 2 2 2 3.0 100.0  6701 Book Cliffs, South (Rattlesnake) OIAL 8 8 8 4.4 100.0 6702 Box Elder, Newfoundland Mountain OIAL 5 5 5 3.4 100.0 6703 Nine Mile, Range Creek (Bighorn Mtn) OIAL 12 12 12 8 .6 100.0  6704 North Slope, Three Corners (Bare Mtn) OIAL 3 3 3 6.7 100.0  6705 North Slope, West Daggett (Sheep Creek) OIAL 3 3 3 4 .3 100.0  6706 Stansbury OIAL 2 2 2 5.5 100.0  6790 Statewide Sportsman 1 1 1 30.0 100.0  2011 Once-in-a-Lifetime Rocky Mountain Bighorn Sheep "
"09267381__rmg_hr.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2025\pdf\harvest\09267381__rmg_hr.pdf","D:\UOGA HUNTS\data\upstream\harvest\bg\11_stats\rmg_hr.pdf","harvest_report","","ok","2025","2025","harvest_hr_applies_to_report_year","09267381__rmg_hr.pdf harvest 2025 harvest_report  Hunt # Hunt name Hunt type Permits Hunters afield Harvest Average days % success  6800 Beaver OIAL 11 11 11 3.1 100.0  6801 Beaver OIAL 15 15 14 2.8 92.3  6802 Kamas/Chalk Creek OIAL 5 5 5 5.2 100.0  6803 No. Slope/So. Slope, High Uintas Central OIAL 12 1 2 10 4.8 83.3  6804 No. Slope/So. Slope, High Uintas East OIAL 4 4 3 6.3 75.0  6805 No. Slope/So. Slope, High Uintas Liedy Peak OIAL 5 5 5 3.3 100.0  6806 No. Slope/So. Slope, High Uintas West OIAL 17 17 16 3.4 93.3  6807 Ogden, Willard Peak OIAL 37 37 36 2.1 97.3  6808 Ogden, Willard Peak (Female Goat Only) OIAL 21 20 1 8 3.2 89.5  6809 Wasatch Mountains, Box Elder Peak OIAL 2 2 2 8.5 100. 0  6810 Wasatch Mountains, Lone Peak OIAL 3 3 3 2.3 100.0  6811 Wasatch Mountains, Provo Peak OIAL 4 4 3 8.0 75.0  6812 Wasatch Mountains, Timpanogos OIAL 5 5 5 3.3 100.0  6890 Statewide Sportsman 1 1 1 10.0 100.0  2011 Once-in-a-Lifetime Rocky Mountain Goat "
"B0E4D566__bison_hr.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2025\pdf\harvest\B0E4D566__bison_hr.pdf","D:\UOGA HUNTS\data\upstream\harvest\bg\12_stats\bison_hr.pdf","harvest_report","","ok","2025","2025","harvest_hr_applies_to_report_year","B0E4D566__bison_hr.pdf harvest 2025 harvest_report  Hunt # Hunt name Hunt type Permits Hunters afield Harvest Average days % success 6500 Antelope Island Once-in-a-Lifetime 6 6 6 1.0 100.0 6501 Book Cliffs, Agency Draw (Hunter's Choice) Once-in-a-Lifetime 5 5 5 3.4 100.0 6502 Henry Mountains (Cow Only) Once-in-a-Lifetime 35 35 23 4.9 64.3 6503 Henry Mountains (Hunter's Choice) Once-in-a-Lifetime 29 29 28 4.5 96.3 6504 Henry Mountains (Hunter's Choice) Once-in-a-Lifetime 30 30 23 4.9 76.7 6505 Henry Mountains (Cow Only) Once-in-a-Lifetime 22 21 17 3.7 80.0 6590 Statewide Sportsman 1 1 1 3.0 100.0 2012 Once-in-a-Lifetime Bison"
"F005DDF3__dbs_hr.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2025\pdf\harvest\F005DDF3__dbs_hr.pdf","D:\UOGA HUNTS\data\upstream\harvest\bg\12_stats\dbs_hr.pdf","harvest_report","","ok","2025","2025","harvest_hr_applies_to_report_year","F005DDF3__dbs_hr.pdf harvest 2025 harvest_report  Hunt # Hunt name Hunt type Permits Hunters afield Harvest Average days % success 6600 Henry Mountains Once-in-a-Lifetime 2 2 1 12.5 50.0 6601 Kaiparowits, East Once-in-a-Lifetime 4 4 4 6.8 100.0 6602 Kaiparowits, Escalante Once-in-a-Lifetime 5 5 3 14.2 66.7 6603 Kaiparowits, West Once-in-a-Lifetime 3 3 3 3.0 100.0 6604 La Sal, Potash Once-in-a-Lifetime 3 3 3 11.3 100.0 6605 Pine Valley, Virgin River Once-in-a-Lifetime 2 2 2 7.5 100.0 6606 San Juan, Lockhart Once-in-a-Lifetime 2 2 1 19.0 50.0 6607 San Juan, South Once-in-a-Lifetime 2 2 2 4.5 100.0 6608 San Rafael, Dirty Devil Once-in-a-Lifetime 3 3 2 3.0 66.7 6609 San Rafael, North Once-in-a-Lifetime 3 3 2 9.5 66.7 6610 San Rafael, South Once-in-a-Lifetime 8 8 8 10.0 100.0 6611 Zion Once-in-a-Lifetime 8 8 8 6.8 100.0 6690 Statewide Sportsman 1 1 1 14.0 100.0 2012 Once-in-a-Lifetime Desert Bighorn Sheep"
"CC0D3E84__le_deer_hr.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2025\pdf\harvest\CC0D3E84__le_deer_hr.pdf","D:\UOGA HUNTS\data\upstream\harvest\bg\12_stats\le_deer_hr.pdf","harvest_report","","ok","2025","2025","harvest_hr_applies_to_report_year","CC0D3E84__le_deer_hr.pdf harvest 2025 harvest_report  Hunt # Hunt name Hunt type Permits Hunters afield Harvest Average days % success 1000 Henry Mountains Archery 9 9 9 8.6 100.0 1001 Paunsaugunt Archery 28 28 19 9.2 69.2 1002 Antelope Island Any weapon 2 2 2 1.0 100.0 1003 Henry Mountains Any weapon 29 29 28 3.9 96.6 1004 Paunsaugunt Any weapon 97 95 72 5.7 75.6 1005 Henry Mountains Muzzleloader 10 10 8 3.7 80.0 1006 Paunsaugunt Muzzleloader 32 32 27 5.1 83.3 1007 Henry Mountains Management buck 30 29 28 2.2 96.6 1008 Paunsaugunt Management buck 54 53 40 3.6 76.0 1009 Book Cliffs Archery 113 112 81 7.7 72.1 1010 Fillmore, Oak Creek Archery 4 3 0 11.0 0.0 1011 La Sal , Dolores Triangle Archery 4 4 0 10.0 0.0 1012 San Juan, Elk Ridge Archery 13 13 12 6.8 92.3 1013 South Slope, Diamond Mountain Archery 18 18 14 8.8 75.0 1014 West Desert, Vernon Archery 47 46 23 9.2 50.0 1015 Book Cliffs Any weapon 352 347 301 4.7 86.9 1016 Fillmore, Oak Creek Any weapon 18 18 13 5.2 72.2 1017 La Sal , Dolores Triangle Any weapon 11 10 7 4.4 70.0 1018 San J"
"568ABC24__le_elk_hr.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2025\pdf\harvest\568ABC24__le_elk_hr.pdf","D:\UOGA HUNTS\data\upstream\harvest\bg\12_stats\le_elk_hr.pdf","harvest_report","","ok","2025","2025","harvest_hr_applies_to_report_year","568ABC24__le_elk_hr.pdf harvest 2025 harvest_report  Hunt # Hunt name Hunt type Permits Hunters afield Harvest Average days % success 3000 Beaver Archery 10 10 6 12.4 60.0 3001 Book Cliffs, Bitter Creek/South Archery 35 35 11 12.7 32.4 3002 Book Cliffs, Little Creek (roadless) Archery 17 16 3 10.3 20.0 3003 Cache, Meadowville Archery 12 12 0 11.0 0.0 3004 Cache, North Archery 23 22 1 11.2 5.0 3005 Cache, South Archery 32 32 9 14.4 27.6 3006 Central Mountains, Manti Archery 99 95 39 12.1 41.2 3007 Central Mountains, Nebo Archery 32 32 5 11.8 14.8 3008 Fillmore, Oak Creek South Archery 5 5 0 7.8 0.0 3009 Fillmore, Pahvant Archery 19 19 8 13.4 44.4 3010 La Sal, La Sal Mountains Archery 24 24 6 12.8 26.1 3011 Monroe Archery 11 11 4 11.6 36.4 3012 Mt. Dutton Archery 31 31 6 12.7 17.9 3013 Nine Mile, Anthro Archery 4 4 0 8.3 0.0 3014 North Slope, Three Corners Archery 12 12 1 11.7 8.3 3015 Oquirrh-Stansbury Archery 8 8 3 14.6 42.9 3016 Panguitch Lake Archery 22 22 6 11.8 28.6 3017 Paunsaugunt Archery 17 17 2 11.2 14.3 3018 Plateau, Boulder/Kai"
"F2FB73A6__le_pronghorn_hr.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2025\pdf\harvest\F2FB73A6__le_pronghorn_hr.pdf","D:\UOGA HUNTS\data\upstream\harvest\bg\12_stats\le_pronghorn_hr.pdf","harvest_report","","ok","2025","2025","harvest_hr_applies_to_report_year","F2FB73A6__le_pronghorn_hr.pdf harvest 2025 harvest_report  Hunt # Hunt name Hunt type Permits Hunters afield Harvest Average days % success 5000 Beaver Archery 3 3 2 3.7 66.7 5001 Book Cliffs, Bitter Creek Archery 2 2 2 2.0 100.0 5002 Book Cliffs, South (Cisco) Archery 5 4 4 5.7 100.0 5003 Box Elder, Pilot Mountain Archery 2 2 0 6.0 0.0 5004 Box Elder, Promontory Archery 1 1 0 5.0 0.0 5005 Box Elder, Puddle Valley Archery 2 2 2 3.5 100.0 5006 Box Elder, Snowville Archery 2 2 2 3.5 100.0 5007 Cache, North Rich Archery 16 15 7 5.1 50.0 5008 Fillmore, Black Rock Archery 2 2 0 15.5 0.0 5009 Mt. Dutton/Paunsaugunt Archery 9 8 8 6.1 100.0 5010 Nine Mile, Anthro Archery 5 5 4 3.0 80.0 5011 North Slope, Three Corners/West Daggett Archery 6 6 1 7.8 16.7 5012 Pine Valley Archery 5 4 1 10.7 33.3 5013 Plateau Archery 19 17 7 8.0 43.8 5014 San Rafael, Desert Archery 1 * * * * 5015 San Rafael, North Archery 8 8 5 5.3 62.5 5016 South Slope, Bonanza/Diamond Mtn. Archery 4 4 4 1.5 100.0 5017 South Slope, Vernal Archery 1 1 0 1.0 0.0 5018 Southwest Desert Arche"
